id,saledate,vehicletype,manufacturer,price,saletype,color,mileage,financingtype,customerarea
708,2020-03-05,Elantra,Hyundai,33684,new,Gray,0,Loan,Chelsea
709,2019-10-19,Fusion,Ford,33743,new,Blue,0,Cash,Bronx
710,2023-06-17,Optima,Kia,26292,used,White,53681,Loan,Queens
711,2020-12-06,CX-5,Mazda,21789,new,Black,0,Lease,Queens
712,2019-07-30,Equinox,Chevrolet,27230,used,Gray,74792,Lease,UpperWest
713,2023-05-18,Impala,Chevrolet,28296,new,Blue,0,Lease,Manhattan
714,2022-11-01,Impala,Chevrolet,20450,used,White,78451,Lease,Astoria
715,2019-04-02,Forte,Kia,26404,new,Silver,0,Cash,Midtown
716,2019-08-07,Jetta,Volkswagen,33407,new,Gray,0,Lease,Midtown
717,2022-07-23,Tucson,Hyundai,18961,new,Red,0,Lease,Flushing
718,2019-04-06,Tucson,Hyundai,27811,new,Silver,0,Lease,Midtown
719,2023-10-12,CX-5,Mazda,22978,used,Blue,37513,Lease,Brooklyn
720,2022-12-02,Accord,Honda,31647,new,Silver,0,Lease,Chelsea
721,2019-02-03,Altima,Nissan,21792,used,Gray,16591,Cash,Brooklyn
722,2021-03-23,Escape,Ford,26702,new,Red,0,Lease,Chelsea
723,2020-06-07,Fusion,Ford,19175,new,Silver,0,Lease,Tribeca
724,2023-08-13,Elantra,Hyundai,18852,used,White,58643,Lease,Flushing
725,2023-06-16,Fusion,Ford,24274,new,Black,0,Lease,LittleItaly
726,2023-05-31,Outback,Subaru,28972,used,Black,45276,Loan,SoHo
727,2020-09-05,Elantra,Hyundai,23969,used,White,79305,Loan,StatenIsland
728,2023-03-24,CRV,Honda,19970,used,White,23750,Cash,SoHo
729,2023-03-03,Mazda6,Mazda,19108,used,Silver,31223,Loan,UpperWest
730,2020-06-19,CX-5,Mazda,18579,new,Silver,0,Lease,Bronx
731,2021-09-01,Fusion,Ford,22832,new,Gray,0,Loan,Midtown
732,2020-03-08,Elantra,Hyundai,29495,used,Black,36142,Loan,UpperEast
733,2022-07-23,Impala,Chevrolet,15614,used,White,21621,Lease,Brooklyn
734,2023-09-18,Mazda6,Mazda,25498,used,White,23686,Loan,Chinatown
735,2021-01-29,Optima,Kia,26606,used,Blue,27196,Cash,Financial
736,2021-04-06,Forte,Kia,18295,new,Blue,0,Loan,Manhattan
737,2021-10-13,Sportage,Kia,25320,new,Gray,0,Cash,TimesSquare
738,2020-06-23,Optima,Kia,34240,new,Silver,0,Cash,Tribeca
739,2019-10-30,Legacy,Subaru,25819,used,White,45556,Loan,Tribeca
740,2020-02-27,Forte,Kia,20519,new,Gray,0,Cash,Midtown
741,2021-09-15,Focus,Ford,27134,used,Silver,11205,Loan,Chelsea
742,2023-09-24,Altima,Nissan,23785,used,Silver,43787,Lease,UpperEast
743,2019-07-04,Corolla,Toyota,22855,used,Blue,36686,Lease,UpperWest
744,2021-09-07,Elantra,Hyundai,28270,new,Red,0,Loan,TimesSquare
745,2020-10-01,RAV4,Toyota,33991,new,Black,0,Loan,Midtown
746,2023-08-07,Passat,Volkswagen,28280,new,Gray,0,Loan,Financial
747,2022-07-03,Sportage,Kia,17504,used,Blue,19156,Loan,Flushing
748,2020-10-23,RAV4,Toyota,23531,new,Blue,0,Lease,Tribeca
749,2023-12-24,Rogue,Nissan,27632,new,Gray,0,Cash,TimesSquare
750,2020-04-09,Mazda6,Mazda,29390,used,Red,55392,Lease,Harlem
751,2022-08-20,Passat,Volkswagen,24549,used,Gray,24459,Cash,Chelsea
752,2022-09-13,Passat,Volkswagen,33768,new,Blue,0,Cash,Downtown
753,2021-01-21,Civic,Honda,31927,new,Black,0,Lease,Harlem
754,2019-03-28,Passat,Volkswagen,33336,new,Gray,0,Cash,Manhattan
755,2020-06-25,Sonata,Hyundai,21114,new,Red,0,Loan,Chinatown
756,2021-12-12,Accord,Honda,26861,used,Black,50123,Loan,Chinatown
757,2019-06-07,Sportage,Kia,33561,new,Black,0,Lease,LittleItaly
758,2019-11-25,Rogue,Nissan,20756,new,Silver,0,Lease,Manhattan
759,2023-08-17,Forte,Kia,23541,used,Silver,52339,Loan,UpperWest
760,2022-11-11,Sportage,Kia,22231,used,Black,55276,Lease,Flushing
761,2020-03-08,CX-5,Mazda,28784,new,Blue,0,Lease,Downtown
762,2022-10-30,Elantra,Hyundai,18675,used,Blue,36239,Lease,Bronx
763,2019-02-15,CRV,Honda,23150,used,Red,14441,Cash,Bronx
764,2019-06-17,Mazda6,Mazda,28395,new,Blue,0,Loan,Astoria
765,2021-11-06,CRV,Honda,19086,used,Black,44676,Lease,Astoria
766,2019-08-18,Focus,Ford,28588,used,White,28017,Loan,Downtown
767,2020-06-25,Escape,Ford,27730,new,Black,0,Cash,Manhattan
768,2019-11-09,Mazda6,Mazda,17800,used,Black,77425,Loan,Astoria
769,2023-05-08,Passat,Volkswagen,23197,used,Black,10178,Cash,Manhattan
770,2019-08-05,Corolla,Toyota,17686,used,Blue,17354,Lease,UpperEast
771,2022-08-11,Accord,Honda,31062,new,Red,0,Loan,Tribeca
772,2021-09-28,Optima,Kia,27214,new,Gray,0,Loan,Brooklyn
773,2019-06-19,Forte,Kia,33152,new,Black,0,Loan,UpperWest
774,2022-06-11,Legacy,Subaru,16497,used,White,15297,Cash,Harlem
775,2023-04-23,Rogue,Nissan,22121,used,White,52540,Lease,Astoria
776,2020-04-07,Elantra,Hyundai,30425,new,Red,0,Loan,UpperWest
777,2019-09-28,Outback,Subaru,25387,used,Silver,70356,Cash,Brooklyn
778,2020-02-28,Tiguan,Volkswagen,31568,new,Black,0,Loan,Williamsburg
779,2020-05-13,CRV,Honda,21999,new,Gray,0,Loan,UpperEast
780,2021-02-12,Outback,Subaru,17631,used,Blue,62815,Lease,Chinatown
781,2019-07-20,Mazda6,Mazda,18369,new,White,0,Cash,UpperWest
782,2020-12-22,Sentra,Nissan,30057,new,Blue,0,Loan,Chinatown
783,2023-01-26,Rogue,Nissan,22361,used,Red,63861,Cash,Downtown
784,2022-12-12,Malibu,Chevrolet,24489,new,Red,0,Loan,Brooklyn
785,2021-02-08,Forte,Kia,26618,used,Blue,60810,Loan,SoHo
786,2020-02-10,CX-5,Mazda,22809,new,Gray,0,Cash,Harlem
787,2023-03-13,Mazda3,Mazda,16135,used,Red,34283,Cash,LittleItaly
788,2022-09-03,Mazda3,Mazda,26802,new,Blue,0,Lease,Manhattan
789,2021-09-22,Civic,Honda,15698,used,Gray,53748,Lease,UpperEast
790,2019-03-11,Impreza,Subaru,34122,new,Silver,0,Loan,UpperEast
791,2019-08-10,Civic,Honda,20452,used,Blue,73618,Lease,Williamsburg
792,2022-05-11,Outback,Subaru,18374,new,Red,0,Loan,StatenIsland
793,2019-09-24,Sportage,Kia,20023,used,Red,79790,Lease,Flushing
794,2023-01-27,Malibu,Chevrolet,27276,used,Silver,32314,Loan,SoHo
795,2021-07-12,CX-5,Mazda,16016,used,White,32017,Lease,Midtown
796,2019-02-22,Optima,Kia,20340,used,Blue,33113,Cash,Downtown
797,2023-10-15,Legacy,Subaru,22681,used,White,48183,Loan,Downtown
798,2020-01-10,Outback,Subaru,23976,used,White,11499,Loan,Astoria
799,2021-11-28,Jetta,Volkswagen,19549,new,Silver,0,Cash,SoHo
800,2019-02-25,Tucson,Hyundai,32267,new,Gray,0,Lease,Astoria
801,2021-06-28,Accord,Honda,17834,used,Blue,17324,Loan,SoHo
802,2020-10-16,Impreza,Subaru,18302,used,White,60365,Lease,Tribeca
803,2023-12-07,Malibu,Chevrolet,23686,new,Red,0,Lease,Williamsburg
804,2021-08-08,Forte,Kia,18105,new,Blue,0,Loan,Bronx
805,2019-07-31,Sentra,Nissan,17106,used,Red,40268,Cash,Astoria
806,2020-11-30,Escape,Ford,29202,used,Gray,16023,Loan,Financial
807,2019-04-13,Impala,Chevrolet,26061,new,Gray,0,Cash,Downtown
808,2020-02-04,Tucson,Hyundai,29111,used,Red,21637,Cash,UpperWest
809,2020-11-29,Fusion,Ford,23400,used,Blue,65143,Loan,Financial
810,2022-01-30,Sentra,Nissan,34803,new,Silver,0,Cash,StatenIsland
811,2023-10-29,Sonata,Hyundai,26077,new,White,0,Loan,UpperEast
812,2020-04-18,Optima,Kia,22849,used,Black,74427,Cash,Flushing
813,2021-09-13,Camry,Toyota,18598,new,Black,0,Cash,Chinatown
814,2020-11-24,Accord,Honda,24225,new,Blue,0,Loan,Harlem
815,2023-12-20,Impreza,Subaru,20631,used,Black,29085,Lease,Tribeca
816,2021-10-22,Focus,Ford,22999,used,White,72853,Lease,Harlem
817,2023-12-12,Rogue,Nissan,18612,used,Silver,78806,Cash,Chelsea
818,2020-08-05,RAV4,Toyota,31656,new,Gray,0,Cash,Queens
819,2021-05-22,Camry,Toyota,29759,used,White,71773,Cash,Bronx
820,2020-12-03,CRV,Honda,22853,new,Blue,0,Loan,Astoria
821,2022-11-16,RAV4,Toyota,24843,new,Red,0,Loan,Midtown
822,2021-08-24,Elantra,Hyundai,18957,new,Red,0,Loan,Manhattan
823,2021-01-11,Passat,Volkswagen,16241,used,Black,21021,Lease,TimesSquare
824,2021-04-04,Sonata,Hyundai,15571,used,White,23219,Cash,Bronx
825,2021-07-13,Mazda3,Mazda,24020,used,Blue,26501,Loan,Tribeca
826,2019-01-22,CX-5,Mazda,22159,new,White,0,Loan,TimesSquare
827,2020-11-03,Escape,Ford,27561,new,Blue,0,Lease,UpperEast
828,2019-04-22,Fusion,Ford,16878,used,Blue,73005,Cash,Chelsea
829,2020-02-07,Legacy,Subaru,23683,new,White,0,Cash,Midtown
830,2023-03-14,Fusion,Ford,31001,new,Gray,0,Lease,Midtown
831,2019-07-06,Tiguan,Volkswagen,19845,used,Gray,55631,Lease,Midtown
832,2023-08-04,Impala,Chevrolet,23741,used,Blue,65066,Loan,Flushing
833,2022-04-02,Sonata,Hyundai,24475,used,White,13577,Lease,Flushing
834,2021-10-09,Outback,Subaru,26380,new,White,0,Cash,StatenIsland
835,2021-12-27,Legacy,Subaru,24092,used,Blue,22652,Lease,Queens
836,2022-08-28,Sentra,Nissan,21495,used,Silver,22608,Loan,Williamsburg
837,2021-04-19,Elantra,Hyundai,18070,new,Blue,0,Lease,Chelsea
838,2021-09-06,Malibu,Chevrolet,21572,used,White,33604,Cash,Williamsburg
839,2023-12-01,Rogue,Nissan,20266,used,Gray,30875,Loan,Tribeca
840,2022-03-07,Impreza,Subaru,15739,used,Gray,65814,Cash,SoHo
841,2022-12-05,Legacy,Subaru,20083,used,Gray,74681,Lease,TimesSquare
842,2022-06-14,Malibu,Chevrolet,18108,used,Blue,60470,Cash,UpperWest
843,2020-02-26,Forte,Kia,21273,used,Red,32450,Cash,Queens
844,2019-02-22,Mazda3,Mazda,15404,used,White,58049,Lease,StatenIsland
845,2023-08-31,Fusion,Ford,18085,new,Blue,0,Cash,LittleItaly
846,2020-01-01,Outback,Subaru,24225,new,White,0,Lease,Chinatown
847,2019-11-03,Accord,Honda,23055,used,Gray,55562,Cash,Chinatown
848,2023-01-22,Impala,Chevrolet,18769,used,Blue,46290,Lease,Astoria
849,2019-10-27,Rogue,Nissan,20965,used,Blue,18588,Loan,StatenIsland
850,2023-08-12,Optima,Kia,25311,new,Black,0,Lease,Queens
851,2023-08-16,Camry,Toyota,25547,used,Black,57926,Lease,Astoria
852,2022-12-13,Camry,Toyota,25988,new,Blue,0,Lease,Astoria
853,2023-08-08,Sportage,Kia,21732,used,White,54623,Cash,Tribeca
854,2021-05-30,Outback,Subaru,15450,used,Blue,31245,Lease,UpperWest
855,2020-06-30,Fusion,Ford,24999,new,Silver,0,Loan,Manhattan
856,2021-03-22,Malibu,Chevrolet,26697,new,Gray,0,Cash,StatenIsland
857,2023-05-21,Sportage,Kia,23233,new,White,0,Loan,Williamsburg
858,2020-05-29,Tiguan,Volkswagen,19854,used,Gray,76923,Lease,Flushing
859,2023-07-21,Escape,Ford,25456,new,Black,0,Loan,Queens
860,2023-01-27,Accord,Honda,34909,new,Gray,0,Loan,TimesSquare
861,2022-01-09,Accord,Honda,24266,new,White,0,Cash,Brooklyn
862,2022-10-18,Mazda6,Mazda,29083,new,Silver,0,Lease,Financial
863,2019-11-10,CX-5,Mazda,29247,used,Blue,65757,Loan,Queens
864,2020-10-21,Accord,Honda,23526,new,Silver,0,Lease,UpperWest
865,2021-05-11,Altima,Nissan,25116,new,Blue,0,Cash,Tribeca
866,2022-04-19,Tiguan,Volkswagen,30013,new,Red,0,Lease,Chinatown
867,2023-04-05,Optima,Kia,28439,new,Black,0,Loan,Manhattan
868,2023-03-21,Malibu,Chevrolet,23842,used,Silver,53590,Cash,Brooklyn
869,2022-10-23,Equinox,Chevrolet,18003,used,White,14641,Lease,Chinatown
870,2021-02-09,Mazda6,Mazda,24838,used,Red,31937,Loan,Brooklyn
871,2022-12-23,Jetta,Volkswagen,26284,used,Red,32908,Cash,Chinatown
872,2022-11-12,Sentra,Nissan,27997,used,Red,63682,Lease,Astoria
873,2023-06-20,Corolla,Toyota,17119,used,Black,49808,Lease,TimesSquare
874,2022-04-28,Passat,Volkswagen,15499,used,Black,39007,Loan,Bronx
875,2020-08-31,Elantra,Hyundai,26987,new,White,0,Cash,TimesSquare
876,2019-04-01,Equinox,Chevrolet,20273,used,Gray,39610,Cash,Midtown
877,2019-01-13,Fusion,Ford,26540,new,Gray,0,Loan,Chelsea
878,2021-06-26,Sportage,Kia,26988,new,White,0,Loan,Tribeca
879,2020-05-19,Mazda3,Mazda,27020,new,Black,0,Loan,Tribeca
880,2020-10-11,Optima,Kia,21429,used,Gray,53906,Loan,LittleItaly
881,2023-10-06,CRV,Honda,25794,used,Blue,51113,Cash,SoHo
882,2022-10-27,Impreza,Subaru,21422,used,Blue,21734,Cash,Queens
883,2023-05-01,Mazda3,Mazda,25019,used,Red,40570,Cash,Brooklyn
884,2021-08-09,Corolla,Toyota,23993,used,Blue,23325,Lease,StatenIsland
885,2020-07-18,Legacy,Subaru,27871,used,Gray,64931,Lease,Midtown
886,2022-05-25,CX-5,Mazda,15206,used,Blue,32572,Loan,UpperWest
887,2019-11-05,CRV,Honda,16461,used,Blue,40314,Lease,Midtown
888,2023-06-28,Passat,Volkswagen,29042,new,Gray,0,Loan,Flushing
889,2023-05-28,Equinox,Chevrolet,26648,used,Red,45518,Lease,StatenIsland
890,2023-11-18,Altima,Nissan,25210,new,Black,0,Loan,Astoria
891,2022-06-28,Sonata,Hyundai,25706,used,Blue,18618,Lease,Midtown
892,2022-03-23,Tucson,Hyundai,27750,new,Silver,0,Loan,Flushing
893,2020-02-16,Corolla,Toyota,20465,new,Red,0,Loan,Midtown
894,2023-12-06,Sentra,Nissan,18755,used,White,43955,Loan,Financial
895,2021-12-04,RAV4,Toyota,27562,used,Red,31320,Lease,Astoria
896,2022-01-08,Forte,Kia,26131,used,White,76133,Loan,Williamsburg
897,2023-11-15,Elantra,Hyundai,21353,new,Silver,0,Loan,Bronx
898,2021-03-08,Tiguan,Volkswagen,16934,used,Black,75131,Lease,Queens
899,2020-05-12,Tiguan,Volkswagen,18393,used,Black,17860,Cash,Harlem
900,2020-07-03,Sonata,Hyundai,25794,new,Blue,0,Cash,Williamsburg
901,2019-04-26,Altima,Nissan,22369,new,Black,0,Lease,UpperEast
902,2022-09-01,Sentra,Nissan,29695,used,Gray,35576,Lease,Brooklyn
903,2019-08-15,Altima,Nissan,24144,used,White,35452,Loan,LittleItaly
904,2021-12-31,Rogue,Nissan,24064,used,White,50580,Loan,Astoria
905,2019-05-26,Malibu,Chevrolet,22030,used,Black,63610,Lease,UpperWest
906,2020-08-31,Focus,Ford,22832,new,Blue,0,Cash,Queens
907,2020-07-25,Civic,Honda,18173,new,Gray,0,Cash,LittleItaly
908,2020-05-29,Sonata,Hyundai,29920,used,Red,43589,Loan,Harlem
909,2020-03-26,Elantra,Hyundai,24515,used,White,68741,Lease,Harlem
910,2019-02-13,Sonata,Hyundai,25924,used,Blue,75491,Loan,Tribeca
911,2023-07-12,Impreza,Subaru,28867,used,Red,76571,Loan,UpperWest
912,2020-12-10,Focus,Ford,27356,used,Blue,51067,Cash,Tribeca
913,2022-06-10,Tiguan,Volkswagen,29552,used,Black,32100,Loan,Bronx
914,2019-10-11,Sonata,Hyundai,22374,used,Silver,78002,Lease,Chinatown
915,2022-05-23,Fusion,Ford,29837,used,Gray,72060,Loan,Manhattan
916,2023-11-19,Tiguan,Volkswagen,29354,used,Black,69809,Cash,Chinatown
917,2022-08-05,CX-5,Mazda,17398,used,Gray,68472,Lease,Harlem
918,2020-07-05,Camry,Toyota,19099,used,Silver,19242,Lease,LittleItaly
919,2020-08-05,Forte,Kia,23385,used,Black,43729,Cash,Chelsea
920,2021-04-08,Jetta,Volkswagen,24390,used,Red,40890,Loan,UpperEast
921,2023-12-08,Sonata,Hyundai,28640,new,Blue,0,Lease,Midtown
922,2021-04-14,Equinox,Chevrolet,21985,used,Blue,20272,Loan,Tribeca
923,2023-05-09,RAV4,Toyota,27297,used,Silver,17452,Lease,Chelsea
924,2023-10-29,Mazda6,Mazda,34229,new,Silver,0,Lease,Financial
925,2021-05-23,Mazda3,Mazda,26706,used,Silver,61582,Loan,Financial
926,2023-02-11,Altima,Nissan,20812,used,Blue,73862,Loan,SoHo
927,2020-09-16,Corolla,Toyota,17084,used,Silver,19753,Cash,Manhattan
928,2019-01-20,Fusion,Ford,27313,used,Silver,47715,Loan,StatenIsland
929,2019-09-17,Mazda6,Mazda,26559,used,Blue,22137,Lease,Bronx
930,2021-02-21,Focus,Ford,19283,new,Silver,0,Loan,Brooklyn
931,2022-05-20,Impreza,Subaru,25016,new,Red,0,Lease,SoHo
932,2019-01-31,Jetta,Volkswagen,28007,used,Gray,59383,Cash,Williamsburg
933,2022-12-26,Mazda3,Mazda,19256,new,Silver,0,Lease,Astoria
934,2022-04-03,Mazda3,Mazda,23260,used,Red,60543,Cash,Queens
935,2023-01-22,Civic,Honda,27292,new,Blue,0,Lease,Manhattan
936,2023-06-15,Sonata,Hyundai,33915,new,White,0,Lease,Astoria
937,2023-06-18,Mazda3,Mazda,23904,new,Black,0,Lease,Queens
938,2020-10-08,Impreza,Subaru,18171,new,White,0,Loan,UpperEast
939,2019-08-21,Outback,Subaru,17699,used,Gray,55307,Lease,Bronx
940,2021-06-06,Malibu,Chevrolet,27600,new,Blue,0,Cash,Financial
941,2020-03-09,Elantra,Hyundai,18804,used,Red,13706,Loan,Midtown
942,2023-04-24,Jetta,Volkswagen,27306,used,Red,49966,Loan,Chelsea
943,2022-05-13,CX-5,Mazda,22377,new,Blue,0,Loan,Harlem
944,2019-12-25,Equinox,Chevrolet,18870,used,Black,35829,Cash,Chelsea
945,2020-11-08,Malibu,Chevrolet,20931,used,White,32316,Lease,Williamsburg
946,2020-09-22,Accord,Honda,19843,new,White,0,Cash,Flushing
947,2023-05-28,Legacy,Subaru,24163,used,Gray,62131,Lease,Tribeca
948,2022-09-29,Accord,Honda,24929,used,White,10482,Cash,UpperWest
949,2022-02-05,Escape,Ford,30914,new,Black,0,Cash,Chinatown
950,2023-02-04,Outback,Subaru,23124,new,Red,0,Lease,Tribeca
951,2020-04-22,CX-5,Mazda,19731,used,Black,35015,Loan,Downtown
952,2022-03-16,Fusion,Ford,30890,new,Black,0,Cash,UpperEast
953,2019-12-22,Equinox,Chevrolet,20472,used,Silver,52925,Cash,Bronx
954,2023-11-16,Tucson,Hyundai,34652,new,Black,0,Loan,Midtown
955,2022-07-07,Sportage,Kia,17491,used,Blue,10677,Loan,StatenIsland
956,2022-02-02,Equinox,Chevrolet,20387,new,Red,0,Cash,Tribeca
957,2023-04-29,CX-5,Mazda,34432,new,Silver,0,Cash,Astoria
958,2020-09-09,Fusion,Ford,22945,new,Red,0,Cash,Chinatown
959,2020-07-27,Legacy,Subaru,23443,used,Silver,25599,Cash,Manhattan
960,2022-12-19,Equinox,Chevrolet,32105,new,White,0,Loan,Harlem
961,2021-04-04,Sportage,Kia,18972,new,Black,0,Loan,Astoria
962,2023-05-18,Optima,Kia,20601,new,Gray,0,Lease,Williamsburg
963,2023-08-15,Tucson,Hyundai,27348,new,Blue,0,Loan,TimesSquare
964,2023-07-10,Mazda3,Mazda,20935,new,Red,0,Cash,Manhattan
965,2023-01-29,Legacy,Subaru,27423,new,Blue,0,Cash,Tribeca
966,2020-10-23,Civic,Honda,23336,used,Blue,15710,Cash,Brooklyn
967,2019-07-18,Rogue,Nissan,29118,used,Black,13542,Cash,Flushing
968,2020-08-11,Malibu,Chevrolet,20291,new,Gray,0,Lease,LittleItaly
969,2023-10-06,Forte,Kia,18063,new,Blue,0,Cash,Brooklyn
970,2019-02-08,Corolla,Toyota,24008,used,Blue,53505,Cash,SoHo
971,2023-03-20,Forte,Kia,15863,used,Black,56551,Loan,Brooklyn
972,2021-01-09,Fusion,Ford,21565,new,Gray,0,Cash,Queens
973,2023-02-23,Mazda6,Mazda,23355,used,White,13349,Cash,Queens
974,2019-09-27,Impala,Chevrolet,29181,new,Red,0,Cash,LittleItaly
975,2022-06-07,Equinox,Chevrolet,23848,new,Red,0,Lease,LittleItaly
976,2019-04-13,Camry,Toyota,26840,used,Black,21951,Lease,Flushing
977,2023-11-27,Jetta,Volkswagen,28965,new,Blue,0,Loan,SoHo
978,2019-01-01,Focus,Ford,24563,used,Gray,22150,Loan,Manhattan
979,2021-07-22,Rogue,Nissan,29476,used,Red,30044,Loan,Astoria
980,2020-08-27,Altima,Nissan,18979,new,Black,0,Loan,Chelsea
981,2023-02-17,Tucson,Hyundai,26573,used,Silver,69874,Loan,Manhattan
982,2021-08-02,Jetta,Volkswagen,19780,used,Silver,76890,Loan,Midtown
983,2020-06-15,Altima,Nissan,18302,new,White,0,Lease,Williamsburg
984,2023-12-12,CRV,Honda,29874,new,Red,0,Loan,Downtown
985,2020-02-18,Focus,Ford,29815,new,Silver,0,Loan,TimesSquare
986,2022-04-18,Tiguan,Volkswagen,22444,used,Blue,20642,Lease,TimesSquare
987,2019-08-06,Impala,Chevrolet,29145,new,Blue,0,Lease,Tribeca
988,2023-04-01,Jetta,Volkswagen,21433,used,Blue,74806,Loan,Harlem
989,2020-03-04,Mazda3,Mazda,26937,used,White,11033,Loan,Queens
990,2023-12-16,Accord,Honda,28771,used,Gray,62502,Cash,Harlem
991,2021-04-02,Camry,Toyota,24328,used,Silver,72254,Loan,Manhattan
992,2021-07-18,Accord,Honda,23283,new,Gray,0,Cash,UpperEast
993,2020-09-03,Accord,Honda,27450,used,White,11105,Loan,Williamsburg
994,2022-05-15,RAV4,Toyota,18809,new,Red,0,Cash,Williamsburg
995,2023-09-23,Legacy,Subaru,18385,used,Red,49078,Lease,Queens
996,2021-09-03,Escape,Ford,18025,used,Silver,13631,Loan,Queens
997,2022-11-28,Rogue,Nissan,18676,used,Red,20042,Cash,Brooklyn
998,2019-04-04,Forte,Kia,19938,used,Black,44173,Cash,Downtown
999,2021-12-14,Impala,Chevrolet,34640,new,White,0,Cash,TimesSquare
1000,2023-04-14,Fusion,Ford,25984,new,Silver,0,Cash,UpperWest
1001,2021-04-16,Impala,Chevrolet,18053,used,Blue,17979,Loan,Downtown
1002,2022-08-21,Focus,Ford,28536,used,Red,64795,Loan,Tribeca
1003,2022-12-27,Corolla,Toyota,29105,new,Silver,0,Cash,Harlem
1004,2021-01-03,Corolla,Toyota,19922,used,Black,13209,Lease,Manhattan
1005,2020-07-28,Legacy,Subaru,20721,used,Silver,27625,Lease,Midtown
1006,2021-12-26,Jetta,Volkswagen,27244,new,Silver,0,Cash,StatenIsland
1007,2023-05-24,Sonata,Hyundai,26193,new,Red,0,Cash,Harlem
1008,2023-03-18,Fusion,Ford,26377,used,White,56071,Loan,Queens
1009,2021-07-24,Passat,Volkswagen,25316,new,Red,0,Lease,Astoria
1010,2023-05-13,Passat,Volkswagen,16576,used,Red,16327,Lease,Harlem
1011,2019-03-10,Escape,Ford,21157,new,Black,0,Cash,StatenIsland
1012,2020-01-01,Fusion,Ford,21294,used,Red,71931,Cash,Flushing
1013,2019-06-14,Impreza,Subaru,17578,used,Red,66070,Cash,UpperEast
1014,2023-11-08,CX-5,Mazda,16229,used,White,29548,Loan,Manhattan
1015,2022-11-13,Rogue,Nissan,26657,used,Blue,45570,Cash,SoHo
1016,2023-12-03,Escape,Ford,34648,new,Silver,0,Loan,Williamsburg
1017,2021-05-12,Elantra,Hyundai,29847,used,Gray,75477,Lease,SoHo
1018,2021-11-28,Focus,Ford,24347,used,Red,78473,Lease,Financial
1019,2023-11-29,Mazda3,Mazda,27926,used,Gray,41974,Cash,Financial
1020,2019-11-13,Forte,Kia,22221,used,Red,11423,Lease,Queens
1021,2021-08-16,Optima,Kia,25055,new,Gray,0,Cash,Astoria
1022,2019-06-14,Equinox,Chevrolet,19655,used,White,73876,Loan,Harlem
1023,2021-09-18,Jetta,Volkswagen,25645,used,Gray,17450,Loan,Bronx
1024,2022-02-05,Optima,Kia,25430,used,Gray,63377,Lease,Manhattan
1025,2021-01-26,Outback,Subaru,32205,new,Gray,0,Lease,Bronx
1026,2022-08-13,Civic,Honda,20806,used,Red,15942,Lease,LittleItaly
1027,2020-10-29,Accord,Honda,30930,new,Black,0,Cash,LittleItaly
1028,2021-08-31,Tiguan,Volkswagen,22998,new,Red,0,Lease,UpperEast
1029,2021-01-06,Outback,Subaru,15853,used,Black,64346,Loan,Bronx
1030,2021-05-29,Optima,Kia,27386,new,Silver,0,Cash,Chinatown
1031,2023-05-06,Rogue,Nissan,27971,new,Red,0,Lease,UpperWest
1032,2022-03-02,Legacy,Subaru,17517,used,Red,18980,Loan,Astoria
1033,2023-11-20,RAV4,Toyota,15385,used,Red,79773,Loan,Manhattan
1034,2019-08-30,RAV4,Toyota,22386,used,Blue,62474,Cash,UpperEast
1035,2023-06-21,Civic,Honda,27249,used,Silver,33945,Loan,Chinatown
1036,2019-03-18,Tucson,Hyundai,22988,used,White,54176,Lease,UpperWest
1037,2019-11-20,Impala,Chevrolet,16288,used,Black,18451,Lease,UpperEast
1038,2022-09-24,Forte,Kia,18070,new,Gray,0,Lease,Manhattan
1039,2023-07-26,Corolla,Toyota,21999,new,White,0,Cash,Brooklyn
1040,2020-12-02,CRV,Honda,28855,used,Gray,32149,Lease,Queens
1041,2021-05-10,Civic,Honda,19757,new,Blue,0,Lease,UpperWest
1042,2022-07-12,Forte,Kia,23545,used,Gray,52694,Loan,LittleItaly
1043,2022-03-02,Tiguan,Volkswagen,30843,new,White,0,Loan,Financial
1044,2021-06-19,Sportage,Kia,28410,used,White,33193,Loan,Williamsburg
1045,2023-10-10,Tucson,Hyundai,22135,used,Red,10251,Cash,Chinatown
1046,2022-02-08,Fusion,Ford,23761,used,Gray,61419,Loan,SoHo
1047,2023-07-14,Focus,Ford,30252,new,Silver,0,Lease,Brooklyn
1048,2019-04-13,Elantra,Hyundai,18232,used,Black,16323,Loan,Manhattan
1049,2021-03-30,Sportage,Kia,22512,used,Gray,15521,Loan,UpperWest
1050,2023-02-03,Impala,Chevrolet,21771,used,Silver,59640,Lease,SoHo
1051,2022-04-24,Passat,Volkswagen,16979,used,White,59147,Lease,Queens
1052,2020-10-02,Camry,Toyota,25431,new,Black,0,Cash,LittleItaly
1053,2022-12-13,Impreza,Subaru,21833,new,Black,0,Cash,Astoria
1054,2020-12-22,Altima,Nissan,25095,new,Red,0,Lease,Williamsburg
1055,2023-01-31,Passat,Volkswagen,22520,used,White,17762,Cash,Queens
1056,2019-02-24,Impala,Chevrolet,21969,new,Blue,0,Loan,Manhattan
1057,2021-08-30,Jetta,Volkswagen,30784,new,White,0,Loan,TimesSquare
1058,2023-06-09,Passat,Volkswagen,23434,new,Blue,0,Cash,Tribeca
1059,2019-08-05,Forte,Kia,23679,used,Black,24348,Cash,StatenIsland
