id,saledate,vehicletype,manufacturer,price,saletype,customerage,color,mileage,financingtype
780,2021-02-12,Outback,Subaru,17631,used,58,Blue,62815,Lease
781,2019-07-20,Mazda6,Mazda,18369,new,24,White,0,Cash
782,2020-12-22,Sentra,Nissan,30057,new,22,Blue,0,Loan
783,2023-01-26,Rogue,Nissan,22361,used,54,Red,63861,Cash
784,2022-12-12,Malibu,Chevrolet,24489,new,53,Red,0,Loan
785,2021-02-08,Forte,Kia,26618,used,39,Blue,60810,Loan
786,2020-02-10,CX-5,Mazda,22809,new,34,Gray,0,Cash
787,2023-03-13,Mazda3,Mazda,16135,used,42,Red,34283,Cash
788,2022-09-03,Mazda3,Mazda,26802,new,62,Blue,0,Lease
789,2021-09-22,Civic,Honda,15698,used,26,Gray,53748,Lease
790,2019-03-11,Impreza,Subaru,34122,new,27,Silver,0,Loan
791,2019-08-10,Civic,Honda,20452,used,38,Blue,73618,Lease
792,2022-05-11,Outback,Subaru,18374,new,59,Red,0,Loan
793,2019-09-24,Sportage,Kia,20023,used,57,Red,79790,Lease
794,2023-01-27,Malibu,Chevrolet,27276,used,40,Silver,32314,Loan
795,2021-07-12,CX-5,Mazda,16016,used,31,White,32017,Lease
796,2019-02-22,Optima,Kia,20340,used,37,Blue,33113,Cash
797,2023-10-15,Legacy,Subaru,22681,used,35,White,48183,Loan
798,2020-01-10,Outback,Subaru,23976,used,38,White,11499,Loan
799,2021-11-28,Jetta,Volkswagen,19549,new,31,Silver,0,Cash
800,2019-02-25,Tucson,Hyundai,32267,new,41,Gray,0,Lease
801,2021-06-28,Accord,Honda,17834,used,23,Blue,17324,Loan
802,2020-10-16,Impreza,Subaru,18302,used,65,White,60365,Lease
803,2023-12-07,Malibu,Chevrolet,23686,new,36,Red,0,Lease
804,2021-08-08,Forte,Kia,18105,new,58,Blue,0,Loan
805,2019-07-31,Sentra,Nissan,17106,used,54,Red,40268,Cash
806,2020-11-30,Escape,Ford,29202,used,35,Gray,16023,Loan
807,2019-04-13,Impala,Chevrolet,26061,new,49,Gray,0,Cash
808,2020-02-04,Tucson,Hyundai,29111,used,32,Red,21637,Cash
809,2020-11-29,Fusion,Ford,23400,used,64,Blue,65143,Loan
810,2022-01-30,Sentra,Nissan,34803,new,38,Silver,0,Cash
811,2023-10-29,Sonata,Hyundai,26077,new,44,White,0,Loan
812,2020-04-18,Optima,Kia,22849,used,57,Black,74427,Cash
813,2021-09-13,Camry,Toyota,18598,new,49,Black,0,Cash
814,2020-11-24,Accord,Honda,24225,new,28,Blue,0,Loan
815,2023-12-20,Impreza,Subaru,20631,used,48,Black,29085,Lease
816,2021-10-22,Focus,Ford,22999,used,29,White,72853,Lease
817,2023-12-12,Rogue,Nissan,18612,used,35,Silver,78806,Cash
818,2020-08-05,RAV4,Toyota,31656,new,53,Gray,0,Cash
819,2021-05-22,Camry,Toyota,29759,used,52,White,71773,Cash
820,2020-12-03,CRV,Honda,22853,new,56,Blue,0,Loan
821,2022-11-16,RAV4,Toyota,24843,new,29,Red,0,Loan
822,2021-08-24,Elantra,Hyundai,18957,new,59,Red,0,Loan
823,2021-01-11,Passat,Volkswagen,16241,used,48,Black,21021,Lease
824,2021-04-04,Sonata,Hyundai,15571,used,41,White,23219,Cash
825,2021-07-13,Mazda3,Mazda,24020,used,50,Blue,26501,Loan
826,2019-01-22,CX-5,Mazda,22159,new,27,White,0,Loan
827,2020-11-03,Escape,Ford,27561,new,27,Blue,0,Lease
828,2019-04-22,Fusion,Ford,16878,used,41,Blue,73005,Cash
829,2020-02-07,Legacy,Subaru,23683,new,48,White,0,Cash
830,2023-03-14,Fusion,Ford,31001,new,62,Gray,0,Lease
831,2019-07-06,Tiguan,Volkswagen,19845,used,45,Gray,55631,Lease
832,2023-08-04,Impala,Chevrolet,23741,used,46,Blue,65066,Loan
833,2022-04-02,Sonata,Hyundai,24475,used,30,White,13577,Lease
834,2021-10-09,Outback,Subaru,26380,new,40,White,0,Cash
835,2021-12-27,Legacy,Subaru,24092,used,51,Blue,22652,Lease
836,2022-08-28,Sentra,Nissan,21495,used,23,Silver,22608,Loan
837,2021-04-19,Elantra,Hyundai,18070,new,36,Blue,0,Lease
838,2021-09-06,Malibu,Chevrolet,21572,used,36,White,33604,Cash
839,2023-12-01,Rogue,Nissan,20266,used,37,Gray,30875,Loan
840,2022-03-07,Impreza,Subaru,15739,used,41,Gray,65814,Cash
841,2022-12-05,Legacy,Subaru,20083,used,59,Gray,74681,Lease
842,2022-06-14,Malibu,Chevrolet,18108,used,58,Blue,60470,Cash
843,2020-02-26,Forte,Kia,21273,used,56,Red,32450,Cash
844,2019-02-22,Mazda3,Mazda,15404,used,36,White,58049,Lease
845,2023-08-31,Fusion,Ford,18085,new,44,Blue,0,Cash
846,2020-01-01,Outback,Subaru,24225,new,45,White,0,Lease
847,2019-11-03,Accord,Honda,23055,used,39,Gray,55562,Cash
848,2023-01-22,Impala,Chevrolet,18769,used,50,Blue,46290,Lease
849,2019-10-27,Rogue,Nissan,20965,used,42,Blue,18588,Loan
850,2023-08-12,Optima,Kia,25311,new,39,Black,0,Lease
851,2023-08-16,Camry,Toyota,25547,used,48,Black,57926,Lease
852,2022-12-13,Camry,Toyota,25988,new,31,Blue,0,Lease
853,2023-08-08,Sportage,Kia,21732,used,49,White,54623,Cash
854,2021-05-30,Outback,Subaru,15450,used,29,Blue,31245,Lease
855,2020-06-30,Fusion,Ford,24999,new,25,Silver,0,Loan
856,2021-03-22,Malibu,Chevrolet,26697,new,47,Gray,0,Cash
857,2023-05-21,Sportage,Kia,23233,new,64,White,0,Loan
858,2020-05-29,Tiguan,Volkswagen,19854,used,62,Gray,76923,Lease
859,2023-07-21,Escape,Ford,25456,new,24,Black,0,Loan
860,2023-01-27,Accord,Honda,34909,new,43,Gray,0,Loan
861,2022-01-09,Accord,Honda,24266,new,63,White,0,Cash
862,2022-10-18,Mazda6,Mazda,29083,new,25,Silver,0,Lease
863,2019-11-10,CX-5,Mazda,29247,used,44,Blue,65757,Loan
864,2020-10-21,Accord,Honda,23526,new,61,Silver,0,Lease
865,2021-05-11,Altima,Nissan,25116,new,48,Blue,0,Cash
866,2022-04-19,Tiguan,Volkswagen,30013,new,56,Red,0,Lease
867,2023-04-05,Optima,Kia,28439,new,48,Black,0,Loan
868,2023-03-21,Malibu,Chevrolet,23842,used,57,Silver,53590,Cash
869,2022-10-23,Equinox,Chevrolet,18003,used,27,White,14641,Lease
870,2021-02-09,Mazda6,Mazda,24838,used,40,Red,31937,Loan
871,2022-12-23,Jetta,Volkswagen,26284,used,35,Red,32908,Cash
872,2022-11-12,Sentra,Nissan,27997,used,31,Red,63682,Lease
873,2023-06-20,Corolla,Toyota,17119,used,65,Black,49808,Lease
874,2022-04-28,Passat,Volkswagen,15499,used,42,Black,39007,Loan
875,2020-08-31,Elantra,Hyundai,26987,new,26,White,0,Cash
876,2019-04-01,Equinox,Chevrolet,20273,used,56,Gray,39610,Cash
877,2019-01-13,Fusion,Ford,26540,new,52,Gray,0,Loan
878,2021-06-26,Sportage,Kia,26988,new,51,White,0,Loan
879,2020-05-19,Mazda3,Mazda,27020,new,43,Black,0,Loan
880,2020-10-11,Optima,Kia,21429,used,65,Gray,53906,Loan
881,2023-10-06,CRV,Honda,25794,used,43,Blue,51113,Cash
882,2022-10-27,Impreza,Subaru,21422,used,62,Blue,21734,Cash
883,2023-05-01,Mazda3,Mazda,25019,used,60,Red,40570,Cash
884,2021-08-09,Corolla,Toyota,23993,used,62,Blue,23325,Lease
885,2020-07-18,Legacy,Subaru,27871,used,55,Gray,64931,Lease
886,2022-05-25,CX-5,Mazda,15206,used,39,Blue,32572,Loan
887,2019-11-05,CRV,Honda,16461,used,32,Blue,40314,Lease
888,2023-06-28,Passat,Volkswagen,29042,new,25,Gray,0,Loan
889,2023-05-28,Equinox,Chevrolet,26648,used,24,Red,45518,Lease
890,2023-11-18,Altima,Nissan,25210,new,27,Black,0,Loan
891,2022-06-28,Sonata,Hyundai,25706,used,52,Blue,18618,Lease
892,2022-03-23,Tucson,Hyundai,27750,new,61,Silver,0,Loan
893,2020-02-16,Corolla,Toyota,20465,new,45,Red,0,Loan
894,2023-12-06,Sentra,Nissan,18755,used,36,White,43955,Loan
895,2021-12-04,RAV4,Toyota,27562,used,24,Red,31320,Lease
896,2022-01-08,Forte,Kia,26131,used,58,White,76133,Loan
897,2023-11-15,Elantra,Hyundai,21353,new,44,Silver,0,Loan
898,2021-03-08,Tiguan,Volkswagen,16934,used,46,Black,75131,Lease
899,2020-05-12,Tiguan,Volkswagen,18393,used,63,Black,17860,Cash
900,2020-07-03,Sonata,Hyundai,25794,new,36,Blue,0,Cash
901,2019-04-26,Altima,Nissan,22369,new,51,Black,0,Lease
902,2022-09-01,Sentra,Nissan,29695,used,23,Gray,35576,Lease
903,2019-08-15,Altima,Nissan,24144,used,36,White,35452,Loan
904,2021-12-31,Rogue,Nissan,24064,used,60,White,50580,Loan
905,2019-05-26,Malibu,Chevrolet,22030,used,27,Black,63610,Lease
906,2020-08-31,Focus,Ford,22832,new,31,Blue,0,Cash
907,2020-07-25,Civic,Honda,18173,new,50,Gray,0,Cash
908,2020-05-29,Sonata,Hyundai,29920,used,38,Red,43589,Loan
909,2020-03-26,Elantra,Hyundai,24515,used,48,White,68741,Lease
910,2019-02-13,Sonata,Hyundai,25924,used,23,Blue,75491,Loan
911,2023-07-12,Impreza,Subaru,28867,used,26,Red,76571,Loan
912,2020-12-10,Focus,Ford,27356,used,41,Blue,51067,Cash
913,2022-06-10,Tiguan,Volkswagen,29552,used,54,Black,32100,Loan
914,2019-10-11,Sonata,Hyundai,22374,used,53,Silver,78002,Lease
915,2022-05-23,Fusion,Ford,29837,used,42,Gray,72060,Loan
916,2023-11-19,Tiguan,Volkswagen,29354,used,22,Black,69809,Cash
917,2022-08-05,CX-5,Mazda,17398,used,44,Gray,68472,Lease
918,2020-07-05,Camry,Toyota,19099,used,24,Silver,19242,Lease
919,2020-08-05,Forte,Kia,23385,used,43,Black,43729,Cash
920,2021-04-08,Jetta,Volkswagen,24390,used,57,Red,40890,Loan
921,2023-12-08,Sonata,Hyundai,28640,new,32,Blue,0,Lease
922,2021-04-14,Equinox,Chevrolet,21985,used,28,Blue,20272,Loan
923,2023-05-09,RAV4,Toyota,27297,used,39,Silver,17452,Lease
924,2023-10-29,Mazda6,Mazda,34229,new,25,Silver,0,Lease
925,2021-05-23,Mazda3,Mazda,26706,used,35,Silver,61582,Loan
926,2023-02-11,Altima,Nissan,20812,used,41,Blue,73862,Loan
927,2020-09-16,Corolla,Toyota,17084,used,42,Silver,19753,Cash
928,2019-01-20,Fusion,Ford,27313,used,58,Silver,47715,Loan
929,2019-09-17,Mazda6,Mazda,26559,used,30,Blue,22137,Lease
930,2021-02-21,Focus,Ford,19283,new,54,Silver,0,Loan
931,2022-05-20,Impreza,Subaru,25016,new,62,Red,0,Lease
932,2019-01-31,Jetta,Volkswagen,28007,used,45,Gray,59383,Cash
933,2022-12-26,Mazda3,Mazda,19256,new,29,Silver,0,Lease
934,2022-04-03,Mazda3,Mazda,23260,used,64,Red,60543,Cash
935,2023-01-22,Civic,Honda,27292,new,63,Blue,0,Lease
936,2023-06-15,Sonata,Hyundai,33915,new,51,White,0,Lease
937,2023-06-18,Mazda3,Mazda,23904,new,23,Black,0,Lease
938,2020-10-08,Impreza,Subaru,18171,new,29,White,0,Loan
939,2019-08-21,Outback,Subaru,17699,used,53,Gray,55307,Lease
940,2021-06-06,Malibu,Chevrolet,27600,new,44,Blue,0,Cash
941,2020-03-09,Elantra,Hyundai,18804,used,22,Red,13706,Loan
942,2023-04-24,Jetta,Volkswagen,27306,used,63,Red,49966,Loan
943,2022-05-13,CX-5,Mazda,22377,new,60,Blue,0,Loan
944,2019-12-25,Equinox,Chevrolet,18870,used,24,Black,35829,Cash
945,2020-11-08,Malibu,Chevrolet,20931,used,65,White,32316,Lease
946,2020-09-22,Accord,Honda,19843,new,35,White,0,Cash
947,2023-05-28,Legacy,Subaru,24163,used,64,Gray,62131,Lease
948,2022-09-29,Accord,Honda,24929,used,52,White,10482,Cash
949,2022-02-05,Escape,Ford,30914,new,22,Black,0,Cash
950,2023-02-04,Outback,Subaru,23124,new,35,Red,0,Lease
951,2020-04-22,CX-5,Mazda,19731,used,53,Black,35015,Loan
952,2022-03-16,Fusion,Ford,30890,new,24,Black,0,Cash
953,2019-12-22,Equinox,Chevrolet,20472,used,65,Silver,52925,Cash
954,2023-11-16,Tucson,Hyundai,34652,new,59,Black,0,Loan
955,2022-07-07,Sportage,Kia,17491,used,47,Blue,10677,Loan
956,2022-02-02,Equinox,Chevrolet,20387,new,31,Red,0,Cash
957,2023-04-29,CX-5,Mazda,34432,new,28,Silver,0,Cash
958,2020-09-09,Fusion,Ford,22945,new,38,Red,0,Cash
959,2020-07-27,Legacy,Subaru,23443,used,37,Silver,25599,Cash
960,2022-12-19,Equinox,Chevrolet,32105,new,62,White,0,Loan
961,2021-04-04,Sportage,Kia,18972,new,40,Black,0,Loan
962,2023-05-18,Optima,Kia,20601,new,43,Gray,0,Lease
963,2023-08-15,Tucson,Hyundai,27348,new,31,Blue,0,Loan
964,2023-07-10,Mazda3,Mazda,20935,new,31,Red,0,Cash
965,2023-01-29,Legacy,Subaru,27423,new,40,Blue,0,Cash
966,2020-10-23,Civic,Honda,23336,used,30,Blue,15710,Cash
967,2019-07-18,Rogue,Nissan,29118,used,53,Black,13542,Cash
968,2020-08-11,Malibu,Chevrolet,20291,new,39,Gray,0,Lease
969,2023-10-06,Forte,Kia,18063,new,46,Blue,0,Cash
970,2019-02-08,Corolla,Toyota,24008,used,48,Blue,53505,Cash
971,2023-03-20,Forte,Kia,15863,used,51,Black,56551,Loan
972,2021-01-09,Fusion,Ford,21565,new,57,Gray,0,Cash
973,2023-02-23,Mazda6,Mazda,23355,used,23,White,13349,Cash
974,2019-09-27,Impala,Chevrolet,29181,new,37,Red,0,Cash
975,2022-06-07,Equinox,Chevrolet,23848,new,58,Red,0,Lease
976,2019-04-13,Camry,Toyota,26840,used,65,Black,21951,Lease
977,2023-11-27,Jetta,Volkswagen,28965,new,48,Blue,0,Loan
978,2019-01-01,Focus,Ford,24563,used,63,Gray,22150,Loan
979,2021-07-22,Rogue,Nissan,29476,used,58,Red,30044,Loan
980,2020-08-27,Altima,Nissan,18979,new,48,Black,0,Loan
981,2023-02-17,Tucson,Hyundai,26573,used,31,Silver,69874,Loan
982,2021-08-02,Jetta,Volkswagen,19780,used,61,Silver,76890,Loan
983,2020-06-15,Altima,Nissan,18302,new,40,White,0,Lease
984,2023-12-12,CRV,Honda,29874,new,40,Red,0,Loan
985,2020-02-18,Focus,Ford,29815,new,34,Silver,0,Loan
986,2022-04-18,Tiguan,Volkswagen,22444,used,57,Blue,20642,Lease
987,2019-08-06,Impala,Chevrolet,29145,new,50,Blue,0,Lease
988,2023-04-01,Jetta,Volkswagen,21433,used,35,Blue,74806,Loan
989,2020-03-04,Mazda3,Mazda,26937,used,60,White,11033,Loan
990,2023-12-16,Accord,Honda,28771,used,30,Gray,62502,Cash
991,2021-04-02,Camry,Toyota,24328,used,62,Silver,72254,Loan
992,2021-07-18,Accord,Honda,23283,new,55,Gray,0,Cash
993,2020-09-03,Accord,Honda,27450,used,64,White,11105,Loan
994,2022-05-15,RAV4,Toyota,18809,new,47,Red,0,Cash
995,2023-09-23,Legacy,Subaru,18385,used,23,Red,49078,Lease
996,2021-09-03,Escape,Ford,18025,used,43,Silver,13631,Loan
997,2022-11-28,Rogue,Nissan,18676,used,35,Red,20042,Cash
998,2019-04-04,Forte,Kia,19938,used,28,Black,44173,Cash
999,2021-12-14,Impala,Chevrolet,34640,new,28,White,0,Cash
1000,2023-04-14,Fusion,Ford,25984,new,44,Silver,0,Cash
1001,2021-04-16,Impala,Chevrolet,18053,used,37,Blue,17979,Loan
1002,2022-08-21,Focus,Ford,28536,used,32,Red,64795,Loan
1003,2022-12-27,Corolla,Toyota,29105,new,45,Silver,0,Cash
1004,2021-01-03,Corolla,Toyota,19922,used,60,Black,13209,Lease
1005,2020-07-28,Legacy,Subaru,20721,used,56,Silver,27625,Lease
1006,2021-12-26,Jetta,Volkswagen,27244,new,57,Silver,0,Cash
1007,2023-05-24,Sonata,Hyundai,26193,new,37,Red,0,Cash
1008,2023-03-18,Fusion,Ford,26377,used,57,White,56071,Loan
1009,2021-07-24,Passat,Volkswagen,25316,new,50,Red,0,Lease
1010,2023-05-13,Passat,Volkswagen,16576,used,41,Red,16327,Lease
1011,2019-03-10,Escape,Ford,21157,new,24,Black,0,Cash
1012,2020-01-01,Fusion,Ford,21294,used,46,Red,71931,Cash
1013,2019-06-14,Impreza,Subaru,17578,used,62,Red,66070,Cash
1014,2023-11-08,CX-5,Mazda,16229,used,53,White,29548,Loan
1015,2022-11-13,Rogue,Nissan,26657,used,28,Blue,45570,Cash
1016,2023-12-03,Escape,Ford,34648,new,56,Silver,0,Loan
1017,2021-05-12,Elantra,Hyundai,29847,used,42,Gray,75477,Lease
1018,2021-11-28,Focus,Ford,24347,used,43,Red,78473,Lease
1019,2023-11-29,Mazda3,Mazda,27926,used,24,Gray,41974,Cash
1020,2019-11-13,Forte,Kia,22221,used,41,Red,11423,Lease
1021,2021-08-16,Optima,Kia,25055,new,26,Gray,0,Cash
1022,2019-06-14,Equinox,Chevrolet,19655,used,48,White,73876,Loan
1023,2021-09-18,Jetta,Volkswagen,25645,used,32,Gray,17450,Loan
1024,2022-02-05,Optima,Kia,25430,used,40,Gray,63377,Lease
1025,2021-01-26,Outback,Subaru,32205,new,64,Gray,0,Lease
1026,2022-08-13,Civic,Honda,20806,used,64,Red,15942,Lease
1027,2020-10-29,Accord,Honda,30930,new,53,Black,0,Cash
1028,2021-08-31,Tiguan,Volkswagen,22998,new,42,Red,0,Lease
1029,2021-01-06,Outback,Subaru,15853,used,39,Black,64346,Loan
1030,2021-05-29,Optima,Kia,27386,new,46,Silver,0,Cash
1031,2023-05-06,Rogue,Nissan,27971,new,40,Red,0,Lease
1032,2022-03-02,Legacy,Subaru,17517,used,55,Red,18980,Loan
1033,2023-11-20,RAV4,Toyota,15385,used,36,Red,79773,Loan
1034,2019-08-30,RAV4,Toyota,22386,used,29,Blue,62474,Cash
1035,2023-06-21,Civic,Honda,27249,used,43,Silver,33945,Loan
1036,2019-03-18,Tucson,Hyundai,22988,used,36,White,54176,Lease
1037,2019-11-20,Impala,Chevrolet,16288,used,30,Black,18451,Lease
1038,2022-09-24,Forte,Kia,18070,new,56,Gray,0,Lease
1039,2023-07-26,Corolla,Toyota,21999,new,65,White,0,Cash
1040,2020-12-02,CRV,Honda,28855,used,57,Gray,32149,Lease
1041,2021-05-10,Civic,Honda,19757,new,62,Blue,0,Lease
1042,2022-07-12,Forte,Kia,23545,used,58,Gray,52694,Loan
1043,2022-03-02,Tiguan,Volkswagen,30843,new,26,White,0,Loan
1044,2021-06-19,Sportage,Kia,28410,used,44,White,33193,Loan
1045,2023-10-10,Tucson,Hyundai,22135,used,28,Red,10251,Cash
1046,2022-02-08,Fusion,Ford,23761,used,23,Gray,61419,Loan
1047,2023-07-14,Focus,Ford,30252,new,50,Silver,0,Lease
1048,2019-04-13,Elantra,Hyundai,18232,used,37,Black,16323,Loan
1049,2021-03-30,Sportage,Kia,22512,used,47,Gray,15521,Loan
1050,2023-02-03,Impala,Chevrolet,21771,used,36,Silver,59640,Lease
1051,2022-04-24,Passat,Volkswagen,16979,used,62,White,59147,Lease
1052,2020-10-02,Camry,Toyota,25431,new,54,Black,0,Cash
1053,2022-12-13,Impreza,Subaru,21833,new,38,Black,0,Cash
1054,2020-12-22,Altima,Nissan,25095,new,64,Red,0,Lease
1055,2023-01-31,Passat,Volkswagen,22520,used,27,White,17762,Cash
1056,2019-02-24,Impala,Chevrolet,21969,new,50,Blue,0,Loan
1057,2021-08-30,Jetta,Volkswagen,30784,new,61,White,0,Loan
1058,2023-06-09,Passat,Volkswagen,23434,new,36,Blue,0,Cash
1059,2019-08-05,Forte,Kia,23679,used,25,Black,24348,Cash
1060,2023-02-15,Legacy,Subaru,29378,used,44,Red,29992,Cash
1061,2019-01-23,Altima,Nissan,28569,new,55,White,0,Loan
1062,2019-03-07,Forte,Kia,29233,used,53,Gray,66517,Lease
1063,2021-03-16,Legacy,Subaru,34984,new,55,White,0,Lease
1064,2023-10-31,Focus,Ford,22868,new,56,Gray,0,Cash
1065,2019-01-29,Jetta,Volkswagen,18963,used,59,Gray,27893,Loan
1066,2023-04-05,Malibu,Chevrolet,18867,new,60,Red,0,Loan
1067,2022-02-03,Altima,Nissan,27018,used,59,Blue,44189,Cash
1068,2021-04-22,Corolla,Toyota,16460,used,43,Gray,53834,Loan
1069,2020-04-16,Malibu,Chevrolet,28272,used,64,Gray,33366,Loan
1070,2020-08-14,Camry,Toyota,25767,new,34,Silver,0,Lease
1071,2022-04-22,Passat,Volkswagen,27581,used,36,White,72478,Cash
1072,2023-03-11,Legacy,Subaru,27915,used,38,Gray,44428,Cash
1073,2019-04-29,Rogue,Nissan,19921,used,63,Black,54742,Lease
1074,2019-11-15,Forte,Kia,19850,used,38,Silver,65610,Lease
1075,2019-10-17,Optima,Kia,21173,used,23,Silver,41474,Cash
1076,2022-01-15,Tucson,Hyundai,23576,used,50,Blue,76104,Loan
1077,2022-01-10,Jetta,Volkswagen,27697,new,29,Silver,0,Cash
1078,2023-02-19,Jetta,Volkswagen,26509,used,47,Black,79341,Lease
1079,2020-11-03,Camry,Toyota,21296,new,32,Red,0,Loan
1080,2023-11-16,Impala,Chevrolet,16386,used,61,White,10329,Lease
1081,2020-02-26,Fusion,Ford,30971,new,44,Blue,0,Loan
1082,2020-01-12,Mazda3,Mazda,27780,used,58,Red,73900,Cash
1083,2019-04-21,CX-5,Mazda,21804,used,26,Silver,35812,Cash
1084,2021-06-29,Sportage,Kia,19813,used,27,White,23220,Cash
1085,2021-05-08,Altima,Nissan,16410,used,53,Red,25704,Lease
1086,2020-03-10,Impala,Chevrolet,29733,used,25,Blue,35334,Loan
1087,2019-07-25,Rogue,Nissan,18553,used,24,Black,35283,Cash
1088,2021-03-11,Civic,Honda,20250,new,59,Silver,0,Lease
1089,2023-12-07,Elantra,Hyundai,20023,new,40,Black,0,Cash
1090,2022-12-23,CX-5,Mazda,32013,new,54,Silver,0,Loan
1091,2023-12-30,Tucson,Hyundai,25038,new,62,White,0,Cash
1092,2022-01-25,RAV4,Toyota,29249,new,64,Silver,0,Lease
1093,2021-11-12,Legacy,Subaru,29050,used,57,Gray,19981,Cash
1094,2023-01-16,Impala,Chevrolet,19084,used,42,Gray,40504,Loan
1095,2022-03-26,Legacy,Subaru,29634,used,64,Black,66986,Lease
1096,2023-08-17,Corolla,Toyota,22743,new,49,Black,0,Lease
1097,2020-09-25,Legacy,Subaru,18553,new,33,White,0,Lease
1098,2020-07-14,Escape,Ford,28099,used,34,Red,20043,Loan
1099,2019-11-18,Forte,Kia,24482,new,58,Gray,0,Loan
1100,2020-08-12,Passat,Volkswagen,26826,used,64,White,69875,Cash
1101,2020-04-14,CX-5,Mazda,25828,new,59,White,0,Cash
1102,2021-01-10,Accord,Honda,25282,new,40,Blue,0,Cash
1103,2019-03-12,Corolla,Toyota,22114,used,59,Silver,33912,Lease
1104,2021-08-29,Civic,Honda,19240,used,60,Red,66271,Lease
1105,2020-07-09,Sportage,Kia,27550,new,22,Blue,0,Loan
1106,2023-01-15,Sportage,Kia,24523,used,29,Silver,72358,Lease
1107,2019-04-22,Focus,Ford,30719,new,45,Black,0,Lease
1108,2020-08-03,CX-5,Mazda,32886,new,60,Gray,0,Cash
1109,2023-05-13,Passat,Volkswagen,29071,new,58,White,0,Lease
1110,2019-05-12,Accord,Honda,22584,used,64,Blue,20595,Cash
1111,2020-12-21,Outback,Subaru,32023,new,39,White,0,Loan
1112,2022-04-17,RAV4,Toyota,27562,new,42,Red,0,Cash
1113,2023-04-13,CX-5,Mazda,17650,used,26,Red,74093,Lease
1114,2022-06-16,Outback,Subaru,29359,used,24,Blue,68013,Loan
1115,2022-12-26,Tucson,Hyundai,25795,new,36,Black,0,Cash
1116,2019-08-31,Civic,Honda,17371,used,36,Blue,65923,Loan
1117,2021-03-11,Corolla,Toyota,29494,used,53,Red,64330,Lease
1118,2022-04-17,Escape,Ford,25775,used,55,White,15638,Lease
1119,2020-04-20,Equinox,Chevrolet,20858,new,27,White,0,Lease
1120,2023-01-05,Altima,Nissan,27877,used,39,Red,18692,Cash
1121,2021-05-26,Jetta,Volkswagen,15205,used,33,Red,58756,Loan
1122,2020-12-12,Mazda3,Mazda,19684,new,38,Gray,0,Loan
1123,2020-04-18,Escape,Ford,27969,new,51,White,0,Lease
1124,2020-06-23,Escape,Ford,22038,used,50,Blue,43244,Lease
1125,2020-08-18,Mazda3,Mazda,18234,new,49,Gray,0,Lease
1126,2022-06-22,Impreza,Subaru,22409,used,54,Gray,74689,Cash
1127,2019-12-31,Forte,Kia,32945,new,54,White,0,Lease
1128,2019-06-23,Corolla,Toyota,16193,used,38,Gray,29968,Loan
1129,2023-05-13,Outback,Subaru,17596,used,60,Red,64819,Cash
1130,2023-09-13,Sonata,Hyundai,18809,new,59,White,0,Loan
1131,2021-01-03,Tucson,Hyundai,27675,new,36,Blue,0,Lease
1132,2020-04-02,Rogue,Nissan,33000,new,44,White,0,Lease
1133,2019-04-08,Altima,Nissan,20102,used,60,White,26597,Cash
1134,2022-06-29,CX-5,Mazda,33897,new,42,Blue,0,Lease
1135,2019-04-26,Tucson,Hyundai,29015,used,56,Gray,57241,Cash
1136,2022-06-25,CRV,Honda,30664,new,65,Red,0,Lease
1137,2019-12-17,CX-5,Mazda,31917,new,60,Silver,0,Loan
1138,2023-07-03,Sentra,Nissan,22864,new,29,Black,0,Lease
1139,2023-02-13,Rogue,Nissan,34392,new,40,White,0,Cash
1140,2023-01-25,Camry,Toyota,32194,new,64,Gray,0,Cash
1141,2023-03-19,Corolla,Toyota,21081,used,45,Silver,18261,Cash
1142,2020-05-19,Malibu,Chevrolet,25186,used,51,Red,79656,Loan
1143,2021-09-20,Fusion,Ford,18012,new,36,Gray,0,Loan
1144,2023-10-02,Fusion,Ford,17914,used,63,Black,17697,Lease
1145,2020-12-24,Civic,Honda,25080,used,54,Red,69606,Lease
1146,2019-01-15,Mazda3,Mazda,21604,used,56,Gray,75154,Lease
1147,2019-03-11,Tiguan,Volkswagen,28280,new,49,Silver,0,Lease
1148,2020-04-14,CX-5,Mazda,32802,new,34,Gray,0,Cash
1149,2023-09-24,Equinox,Chevrolet,23349,used,59,Black,20937,Lease
1150,2020-07-03,Malibu,Chevrolet,23196,new,37,Blue,0,Loan
1151,2023-01-04,Outback,Subaru,18348,new,56,White,0,Cash
1152,2021-09-13,Impreza,Subaru,19555,used,50,Silver,27976,Loan
1153,2019-03-14,Camry,Toyota,27560,new,29,Black,0,Cash
1154,2022-12-21,Altima,Nissan,22540,new,31,Black,0,Cash
1155,2019-12-15,CX-5,Mazda,22135,new,32,Gray,0,Cash
1156,2021-12-06,Civic,Honda,30869,new,60,Blue,0,Loan
1157,2021-09-08,Accord,Honda,24342,new,23,Black,0,Loan
1158,2022-09-15,Jetta,Volkswagen,30970,new,50,White,0,Cash
1159,2020-05-17,Sonata,Hyundai,29870,used,53,Gray,55725,Loan
1160,2019-01-29,Civic,Honda,26505,new,47,Blue,0,Cash
1161,2022-12-18,Passat,Volkswagen,22038,used,56,Red,31477,Cash
1162,2019-03-16,Optima,Kia,31051,new,49,Blue,0,Loan
1163,2021-04-19,Corolla,Toyota,17531,used,59,Red,61103,Lease
1164,2019-01-02,Escape,Ford,26779,used,29,Red,75100,Loan
